,image,emotion,mouth_distance,average_distance,eye_brows,eye_size
46,Ahmet_Necdet_Sezer_0002.jpg,1,66.41676177,59.05418382,-59,46.71190241
47,Aicha_El_Ouafi_0003.jpg,1,118.4467381,80.15764771,-54,61.54259115
48,Aileen_Riggin_Soule_0001.jpg,0,125.6928869,88.90710545,-39,45.14931218
49,Ainsworth_Dyer_0001.jpg,1,61.43144982,74.72824179,-74,61.6218668
50,Ain_Seppik_0001.jpg,1,51.34525356,55.35015933,-57,46.39818182
51,Ai_Sugiyama_0004.jpg,0,153.4735468,87.09880839,-56,38.20074657
52,Ai_Sugiyama_0005.jpg,0,157.7898759,85.11337467,-44,33.18595185
53,Akbar_Al_Baker_0001.jpg,0,64.47476407,61.66311849,-53,49.31076635
54,Akhmed_Zakayev_0003.jpg,1,57.29468813,57.44192381,-47,45.36246123
55,Akiko_Morigami_0001.jpg,1,74.80380539,65.89919034,-26,39.2923863
56,Alain_Ducasse_0001.jpg,0,61.49589895,57.81473401,-31,33.11974314
57,Alan_Ball_0001.jpg,0,112.2743672,74.65039625,-44,48.88839494
58,Alan_Ball_0002.jpg,0,113.6077807,75.82044899,-56,47.4400351
59,Alan_Greenspan_0002.jpg,0,87.23345526,70.8860705,-38,31.40343629
60,Alan_Greenspan_0003.jpg,2,73.21508244,59.38244217,-44,31.39465576
61,Alan_Jackson_0001.jpg,0,146.8429224,79.20330619,-59,34.49363475
62,Alan_Mulally_0001.jpg,1,57.56616538,62.86414507,-59,46.35951583
63,Alan_Stonecipher_0001.jpg,1,66.5659178,64.79991163,-24,46.93900836
64,Albaro_Recoba_0001.jpg,1,93.27147073,72.83289668,-33,35.04047613
65,Alberta_Lee_0001.jpg,0,109.5150058,71.83585703,-40,35.07176012
66,Alberto_Fujimori_0001.jpg,0,82.00216341,74.71489206,-58,39.26166714
67,Alberto_Fujimori_0002.jpg,1,53.40905978,77.3328382,-52,40.25440126
68,Alberto_Gonzales_0001.jpg,1,67.19160721,63.07465574,-50,40.83037712
69,Albert_Brooks_0001.jpg,0,93.94137246,78.14167469,-60,46.78460941
70,Albert_Costa_0002.jpg,1,51.51782337,70.44647684,-49,46.58983865
71,Albert_Costa_0005.jpg,1,51.44513445,70.37280392,-39,40.41783762
72,Albert_Costa_0006.jpg,1,51.53720459,69.61633147,-45,44.97602491
73,Albrecht_Mentz_0001.jpg,1,64.84969271,65.12232302,-53,38.40049577
74,Albrecht_Mentz_0002.jpg,1,61.31726674,53.65983626,-73,41.97054623
75,Alec_Baldwin_0002.jpg,0,88.55417528,77.95452855,-39,41.11103109
76,Alec_Baldwin_0003.jpg,1,60.00012998,66.8856009,-32,39.5050169
77,Alec_Baldwin_0004.jpg,1,66.23284478,74.04595768,-37,44.3222159
78,Alejandro_Atchugarry_0001.jpg,1,77.71355603,70.29847544,-48,52.15110866
79,Alejandro_Atchugarry_0002.jpg,1,78.20018821,66.22684684,-70,48.91399249
80,Alejandro_Avila_0001.jpg,1,69.19411308,53.63555451,-79,42.1467558
81,Alejandro_Gonzalez_Inarritu_0001.jpg,0,131.0406143,78.67222363,-45,38.61989489
82,Alejandro_Lerner_0001.jpg,1,66.72603255,62.80596389,-53,46.8830722
83,Alejandro_Toledo_0001.jpg,1,63.51758055,72.7428548,-45,41.52573817
84,Alejandro_Toledo_0003.jpg,1,72.63897463,74.98865687,-32,43.52809565
85,Alejandro_Toledo_0004.jpg,3,106.1247865,73.12598889,-44,39.60372277
86,Alejandro_Toledo_0006.jpg,1,81.68139164,73.47424548,-30,38.29864083
87,Alejandro_Toledo_0007.jpg,0,92.91180687,64.3657437,-46,38.28068383
88,Alejandro_Toledo_0009.jpg,0,142.4439656,82.61784338,-43,32.89877544
89,Alejandro_Toledo_0012.jpg,0,106.8800768,64.15275954,-79,47.5122595
90,Alejandro_Toledo_0014.jpg,1,59.50203227,66.16601225,-44,41.07719038
91,Alejandro_Toledo_0016.jpg,1,62.04279647,69.7071311,-47,37.59751835
92,Alejandro_Toledo_0022.jpg,1,59.44452693,66.33342498,-46,40.70947966
93,Alejandro_Toledo_0027.jpg,0,122.7786924,77.22939278,-53,37.00148956
94,Alejandro_Toledo_0029.jpg,1,87.25298995,73.5915267,-29,38.38331083
95,Alejandro_Toledo_0032.jpg,0,125.1161394,70.86242397,-55,34.82730555
96,Alejandro_Toledo_0036.jpg,1,60.72628661,65.49532624,-48,41.97969351
97,Alejandro_Toledo_0037.jpg,1,72.98277297,66.33138078,-55,36.94898905
98,Alessandra_Cerna_0001.jpg,4,50.79326458,64.32405054,-48,51.79965132
99,Alexander_Downer_0002.jpg,1,62.88335012,65.8263713,-49,41.52012936
100,Alexander_Losyukov_0002.jpg,1,71.65230417,75.76284479,-46,43.60435788
101,Alexander_Losyukov_0003.jpg,4,59.24354518,59.91407486,-31,38.18756141
102,Alexander_Lukashenko_0001.jpg,3,79.19011678,67.2845289,-27,39.47692472
103,Alexandra_Spann_0001.jpg,0,125.007236,87.25867364,-42,61.18454598
104,Alexandra_Stevenson_0001.jpg,0,81.09885088,76.74501241,-29,55.97833372
105,Alexandra_Stevenson_0002.jpg,1,86.48253898,69.36039506,-52,52.38605492
106,Alexandra_Vodjanikova_0002.jpg,0,88.623759,69.01997636,-12,43.28400967
107,Alexandre_Daigle_0001.jpg,0,93.71007198,66.18407309,-42,43.834169
108,Alexandre_Despatie_0001.jpg,0,67.43724691,59.99528889,-54,35.89211376
109,Alexis_Dennisoff_0001.jpg,0,68.31735218,70.62079059,-41,41.46222147
110,Alex_Corretja_0001.jpg,1,58.78874651,65.28031286,-67,45.19547988
111,Alex_Holmes_0001.jpg,0,117.3084841,76.95388707,-48,52.55828478
112,Alex_Penelas_0002.jpg,1,81.12925241,75.81224817,-42,50.24500844
113,Alex_Popov_0001.jpg,1,59.71179045,58.6288488,-41,38.78767231
114,Alex_Zanardi_0001.jpg,0,88.52340451,74.29216441,-51,48.79144119
115,Alfonso_Cuaron_0001.jpg,1,84.5635047,71.33186731,-78,49.00451788
116,Alfonso_Soriano_0001.jpg,0,120.3214268,79.0146183,-67,36.48717166
117,Alfredo_di_Stefano_0001.jpg,1,70.79137044,72.50595072,-38,43.63206773
118,Alicia_Keys_0001.jpg,0,125.4774802,77.84947991,-40,44.91610794
119,Alicia_Silverstone_0001.jpg,0,88.21537713,59.60677445,-37,42.25595668
120,Alicia_Witt_0001.jpg,0,113.4882915,73.17447421,-31,44.89857195
121,Alimzhan_Tokhtakhounov_0002.jpg,1,63.36739077,70.75487836,-42,47.62255401
122,Alina_Kabaeva_0001.jpg,0,106.9295774,57.52740057,-47,41.09976634
123,Aline_Chretien_0001.jpg,0,86.95866369,70.82110638,-21,40.78503062
124,Alison_Krauss_0001.jpg,0,142.2935922,79.13776259,-33,50.79370459
125,Alistair_MacDonald_0001.jpg,0,122.444023,72.4202849,-40,36.81512698
126,Ali_Adbul_Karim_Madani_0001.jpg,0,74.96678679,60.96145933,-57,46.25616121
127,Ali_Ahmeti_0001.jpg,1,72.03233224,60.9990729,-54,49.09479292
128,Ali_Bin_Hussein_0001.jpg,1,61.71493509,59.94625981,-46,40.37107486
129,Ali_Fallahian_0001.jpg,1,60.63564213,56.27948862,-40,35.54270344
130,Ali_Hammoud_0001.jpg,0,66.24087911,66.44920596,-66,42.99693647
131,Ali_Khamenei_0002.jpg,0,68.46625702,57.92912125,-54,31.4030609
132,Ali_Mohammed_Maher_0001.jpg,1,77.10519036,50.97696067,-75,49.67141976
133,Ali_Naimi_0002.jpg,1,64.63893395,74.51606269,-21,66.05887031
134,Ali_Naimi_0005.jpg,1,78.90602172,61.42661318,-67,52.83814629
135,Ali_Naimi_0006.jpg,1,58.75517814,67.13018971,-44,45.29583411
136,Allan_Wagner_0001.jpg,1,64.37237985,69.42298015,-39,42.69006579
137,Allen_Iverson_0002.jpg,1,58.93546503,69.36510926,-54,58.00842538
138,Allison_Janney_0001.jpg,2,97.45644607,89.42532792,-36,74.39140405
139,Allison_Janney_0002.jpg,0,118.9740493,77.5340895,-35,47.32710804
140,Allyson_Felix_0003.jpg,0,108.3932106,87.42210695,-27,47.92525081
141,Allyson_Felix_0004.jpg,1,66.52492785,68.33323663,-33,45.90550843
142,Ally_Sheedy_0001.jpg,0,64.57864254,70.58037027,-14,55.21624034
143,Alonzo_Mourning_0001.jpg,1,65.94545738,71.56513505,-51,58.08901552
144,Alvaro_Noboa_0001.jpg,0,67.8420157,53.85896656,-69,41.87312685
145,Alvaro_Silva_Calderon_0001.jpg,2,69.64931351,70.51064516,-57,51.89833728
146,Alvaro_Silva_Calderon_0002.jpg,0,70.77918174,63.04750674,-58,35.27759485
147,Alvaro_Silva_Calderon_0004.jpg,1,67.01649885,72.6452161,-52,53.52524957
148,Alvaro_Uribe_0002.jpg,1,65.6987792,61.40163949,-58,44.44683244
149,Alvaro_Uribe_0003.jpg,1,48.65175038,70.15961319,-28,40.17064225
150,Alvaro_Uribe_0007.jpg,1,52.55514673,64.99218079,-47,46.4648985
151,Alvaro_Uribe_0008.jpg,1,49.5770381,67.74481587,-63,40.31531685
152,Alvaro_Uribe_0009.jpg,1,46.10950831,68.71798877,-21,48.69770006
153,Alvaro_Uribe_0010.jpg,1,66.51197377,70.47528494,-44,44.09079633
154,Alvaro_Uribe_0011.jpg,1,60.44665818,60.85128683,-56,36.94750779
155,Alvaro_Uribe_0017.jpg,1,50.10199313,63.44429381,-45,33.70514202
156,Alvaro_Uribe_0019.jpg,1,49.45593444,70.44010345,-39,46.6119142
157,Alvaro_Uribe_0020.jpg,0,108.2851385,66.91972319,-63,36.63350073
158,Alvaro_Uribe_0021.jpg,1,73.41538888,72.43545032,-39,45.23525095
159,Alvaro_Uribe_0023.jpg,1,69.90523536,61.66727785,-62,37.01688888
160,Alvaro_Uribe_0026.jpg,1,64.01881604,69.02404331,-52,43.42511767
161,Alvaro_Uribe_0028.jpg,1,83.67874345,73.55275512,-62,48.65073345
162,Alvaro_Uribe_0029.jpg,1,52.42828344,61.66706919,-34,43.04155994
163,Alvaro_Uribe_0030.jpg,1,92.32253433,71.38456,-41,50.9751657
164,Alvaro_Uribe_0032.jpg,0,84.22806026,68.99716658,-47,44.66557645
165,Alyson_Hannigan_0001.jpg,0,125.0221326,83.43775522,-44,50.26187301
166,Aly_Wagner_0001.jpg,0,177.0066328,83.65386596,-51,41.91848577
167,Al_Cardenas_0001.jpg,1,87.53483521,77.6041576,-42,57.92160358
168,Al_Davis_0002.jpg,1,104.8446151,78.51057964,-59,40.34411688
169,Al_Gore_0004.jpg,1,64.08010976,77.67473047,-16,50.73782698
170,Al_Gore_0006.jpg,1,61.15737105,72.67238336,-41,46.60844973
171,Al_Gore_0007.jpg,0,63.11292572,63.75333121,-40,46.12013877
172,Al_Pacino_0003.jpg,0,121.2581768,79.38119237,-55,43.02673531
173,Al_Sharpton_0002.jpg,1,89.66035305,76.11135361,-46,45.62547913
174,Al_Sharpton_0003.jpg,1,57.86345724,60.27720351,-65,55.20868324
175,Al_Sharpton_0005.jpg,2,129.2602816,79.98837096,-53,39.08337308
176,Al_Sharpton_0006.jpg,1,57.72368663,67.75207322,-20,53.93460321
177,Al_Sharpton_0007.jpg,1,73.7509902,65.56426791,-69,41.99086176
178,Amanda_Beard_0002.jpg,0,145.0058214,83.39249601,-23,52.93608992
179,Amanda_Bynes_0001.jpg,0,121.1023879,79.30294287,-32,41.84237588
180,Amanda_Bynes_0002.jpg,0,118.3996288,85.85515282,-58,66.02002774
181,Amanda_Coetzer_0001.jpg,4,79.15596719,72.2608288,-18,44.34706262
182,Amanda_Coetzer_0002.jpg,1,52.23074723,56.86946482,-28,47.3750304
183,Amanda_Marsh_0001.jpg,0,107.7385674,73.85182402,-27,45.33649524
184,Amelia_Vega_0007.jpg,0,157.6179239,87.74871966,-36,53.66662936
185,Amelie_Mauresmo_0001.jpg,1,81.38614125,57.57302043,-52,49.17903617
186,Amelie_Mauresmo_0007.jpg,1,55.09248491,62.20091935,-15,44.54803568
187,Amelie_Mauresmo_0008.jpg,1,74.50091276,70.08401409,-28,46.1239281
188,Amelie_Mauresmo_0012.jpg,0,114.4386197,78.71416497,-10,47.01540499
189,Amelie_Mauresmo_0021.jpg,1,59.08673516,56.56561589,-42,51.85425531
190,Amram_Mitzna_0002.jpg,0,63.95597341,74.53372068,-51,52.43957895
191,Amr_Moussa_0001.jpg,1,93.33809512,73.50164181,-59,50.59345867
192,Amy_Cotton_0001.jpg,0,128.590705,72.18100236,-53,45.03945396
193,Amy_Smart_0001.jpg,0,148.777363,82.8841194,-35,35.87585039
194,Amy_Yasbeck_0001.jpg,0,133.1949004,79.5226459,-40,50.40346965
195,Anastasia_Myskina_0001.jpg,3,94.68836103,81.50853332,-31,45.3790727
196,Ana_Claudia_Talancon_0001.jpg,0,82.76212983,72.92922251,-28,48.77518383
197,Ana_Guevara_0001.jpg,0,112.98064,84.29249875,-41,58.82679582
198,Ana_Isabel_Sanchez_0001.jpg,1,62.01666204,64.13761831,-47,54.38090634
199,Ana_Palacio_0002.jpg,1,55.83302589,63.89969026,-45,49.21039063
200,Ana_Palacio_0008.jpg,1,73.22401519,84.15061314,-38,44.42942485
201,Ana_Paula_Gerard_0001.jpg,0,106.8785056,60.97203717,-57,41.180063
202,Anders_Fogh_Rasmussen_0002.jpg,0,116.1735368,84.89490755,-34,62.19000938
203,Andrea_Bocelli_0001.jpg,1,59.63857435,61.24190858,-42,34.97639448
204,Andrea_De_Cruz_0001.jpg,0,62.73340381,66.51626814,-33,52.48729154
205,Andrei_Konchalovsky_0001.jpg,0,106.3063087,73.3871683,-48,44.31511806
206,Andrei_Mikhnevich_0002.jpg,1,69.50821967,67.18807365,-69,49.63138409
207,Andres_DAlessandro_0001.jpg,0,115.5709079,60.17819739,-57,37.33193321
208,Andrew_Bunner_0002.jpg,0,116.0423308,77.28962405,-72,45.79166567
209,Andrew_Cuomo_0002.jpg,0,118.7199959,67.26157751,-43,48.64320678
210,Andrew_Gilligan_0001.jpg,1,77.66465474,66.02949037,-54,37.65818863
211,Andrew_Jarecki_0001.jpg,1,56.34137614,58.48565649,-67,51.76536203
212,Andrew_Luster_0001.jpg,1,76.28383745,73.34120767,-26,49.40413613
213,Andre_Agassi_0001.jpg,1,59.17749194,59.44454905,-47,50.35383773
214,Andre_Agassi_0013.jpg,0,132.3053255,79.45739974,-52,38.1499457
215,Andre_Agassi_0014.jpg,4,56.01615587,51.79428675,-73,47.3094281
216,Andre_Agassi_0015.jpg,0,121.9544419,73.20588383,-39,35.29654738
217,Andre_Agassi_0016.jpg,0,116.3408374,70.93717827,-61,35.47180489
218,Andre_Agassi_0017.jpg,0,73.44869114,65.55417871,-75,47.0220475
219,Andre_Agassi_0019.jpg,0,99.3974912,59.52376237,-73,43.16066922
220,Andre_Agassi_0022.jpg,0,89.35992624,63.62762187,-58,41.59954268
221,Andre_Agassi_0029.jpg,0,131.7319603,68.99582819,-67,40.41134018
222,Andre_Agassi_0030.jpg,0,73.03389548,68.98732708,-35,40.29265012
223,Andre_Agassi_0033.jpg,1,64.47592517,60.80708974,-64,46.85070775
224,Andre_Agassi_0035.jpg,0,64.98217894,55.30248881,-60,44.98287076
225,Andre_Smith_0001.jpg,0,146.6794253,80.35902489,-58,39.28129242
226,Andre_Techine_0001.jpg,1,52.03921567,61.98017912,-49,43.33413928
227,Andy_Hebb_0001.jpg,1,66.42891627,62.2218812,-26,45.84971816
228,Andy_Madikians_0001.jpg,1,108.0862498,72.16834564,-53,48.11876817
229,Andy_Roddick_0001.jpg,1,37.11077028,57.69315759,-54,42.1209661
230,Andy_Roddick_0002.jpg,0,135.0934871,78.03130887,-56,43.51645965
231,Andy_Roddick_0003.jpg,0,111.9824741,61.67956316,-69,53.68330606
232,Andy_Roddick_0007.jpg,1,69.27687561,55.11827876,-52,49.80636709
233,Andy_Roddick_0009.jpg,0,65.37213662,54.76662109,-59,57.43648243
234,Andy_Roddick_0013.jpg,1,61.18272056,58.36249662,-45,52.30142876
235,Andy_Roddick_0014.jpg,1,59.08611996,60.39604011,-51,51.15645633
236,Andy_Rooney_0001.jpg,0,80.89602488,71.86800666,-32,48.42959689
237,Andy_Warhol_0001.jpg,1,54.17250466,58.76681089,-62,41.08341682
238,Angela_Bassett_0001.jpg,0,183.0920065,100.2183624,-30,51.9221129
239,Angela_Bassett_0004.jpg,0,171.4112234,93.6427876,-44,47.89791146
240,Angela_Bassett_0006.jpg,0,134.9171015,93.60549301,-40,57.84051996
241,Angela_Lansbury_0001.jpg,0,82.96099639,60.39376271,-44,56.31979018
242,Angela_Merkel_0005.jpg,0,114.8396069,71.73304057,-48,35.87143794
243,Angelina_Jolie_0001.jpg,0,136.7806979,82.80538138,-22,50.98809525
244,Angelina_Jolie_0003.jpg,0,59.27744521,69.69524615,-1,54.77843566
245,Angelina_Jolie_0005.jpg,3,61.46016156,73.17870038,-2,49.04236088
246,Angelina_Jolie_0007.jpg,1,50.62097881,50.96495336,-53,52.77899373
247,Angelina_Jolie_0008.jpg,1,78.6941976,65.22639738,-45,54.66325892
248,Angelina_Jolie_0009.jpg,1,61.07159106,71.15648875,-23,48.98804003
249,Angelina_Jolie_0013.jpg,0,62.27651145,70.97873756,-26,56.71522912
250,Angelina_Jolie_0014.jpg,1,62.57176718,67.84112987,-1,58.25753826
251,Angelina_Jolie_0015.jpg,0,71.05551275,71.5426546,-8,54.78747829
252,Angelina_Jolie_0018.jpg,0,129.7004025,72.67168254,-67,53.66985406
253,Angelina_Jolie_0019.jpg,1,88.22041079,71.2824351,-48,55.59548453
254,Angelo_Reyes_0003.jpg,1,64.62994277,62.57323045,-35,48.65792148
255,Angel_Lockward_0001.jpg,0,77.60350202,72.8393769,-26,38.82920922
256,Anibal_Ibarra_0001.jpg,0,64.48586963,63.12761865,-67,51.07816768
257,Anibal_Ibarra_0002.jpg,0,128.1492122,77.30309286,-56,50.34212639
258,Anita_DeFrantz_0001.jpg,0,152.7744219,83.40530989,-68,41.0470934
259,Anjum_Hussain_0001.jpg,1,67.72938979,49.1439719,-72,49.68731998
260,Anna_Faris_0001.jpg,0,133.7561401,80.91225784,-17,55.84149735
261,Anna_Kournikova_0007.jpg,1,95.0599451,67.3628621,-57,45.92006936
262,Anna_Kournikova_0012.jpg,0,129.9578667,78.73538201,-30,43.24175109
263,Anna_Nicole_Smith_0001.jpg,0,158.8115046,77.03161986,-44,35.63053883
264,Anna_Nicole_Smith_0002.jpg,0,110.500246,68.55914843,2,43.25740634
265,Anneli_Jaatteenmaki_0001.jpg,1,57.64925268,62.16803883,-49,50.04047932
266,Annette_Lu_0001.jpg,0,112.0726943,73.50968118,-66,40.28547244
267,Annette_Lu_0002.jpg,1,62.3303562,74.61554433,-46,44.42198493
268,Anne_Krueger_0001.jpg,1,66.91127741,52.89647214,-75,57.14411673
269,Anne_Krueger_0002.jpg,1,80.06163039,53.11658034,-78,50.21824547
270,Anne_McLellan_0001.jpg,0,156.7593781,81.07593145,-65,47.08077667
271,Anne_McLellan_0002.jpg,1,74.38808585,67.87748479,-43,39.00304679
272,Anne_McLellan_0003.jpg,1,110.9741998,77.76301641,-55,49.52162299
273,Annie_Machon_0001.jpg,1,61.10938922,56.81999175,-46,55.52550797
274,Ann_Godbehere_0001.jpg,1,66.89005288,52.6008773,-53,51.00033358
275,Ann_Landers_0001.jpg,0,105.5757889,72.60366202,-40,37.95718771
276,Ann_Morgan_0001.jpg,0,109.9231461,78.99449879,-35,57.11743701
277,Ann_Veneman_0002.jpg,1,47.08679276,70.62847046,-43,61.68980152
278,Ann_Veneman_0003.jpg,0,105.5364845,77.44697092,-40,51.98307368
279,Ann_Veneman_0004.jpg,0,110.1062566,63.91314527,-70,51.04670533
280,Ann_Veneman_0006.jpg,1,57.81121342,73.0108553,-26,54.27339231
281,Ann_Veneman_0011.jpg,1,60.05492902,72.36167152,-29,53.18716769
282,Anthony_Fauci_0002.jpg,0,76.04893212,72.33549676,-48,41.70672002
283,Anthony_Garotinho_0001.jpg,0,110.0049984,71.25263457,-63,38.44510209
284,Anthony_Hopkins_0001.jpg,1,63.18415019,77.14737839,-35,50.6860819
285,Anthony_LaPaglia_0001.jpg,0,98.47270942,68.22467748,-77,44.02678049
286,Anthony_Mazur_0001.jpg,1,52.27531691,58.35552799,-43,41.19002445
287,Anthony_Pico_0001.jpg,0,94.65908472,77.96676883,-30,46.58045317
288,Anthony_Principi_0001.jpg,1,59.78598356,50.1340159,-59,38.25614203
289,Anthony_Rackauckas_0001.jpg,1,85.89005482,70.24418606,-42,42.22986577
290,Anthony_Scott_Miller_0001.jpg,0,83.04292203,57.14278995,-44,45.47235475
291,Antonio_Banderas_0001.jpg,1,66.01514804,60.63883702,-56,50.64147017
292,Antonio_Banderas_0002.jpg,0,92.60810155,68.67843712,-36,43.23041372
293,Antonio_Banderas_0004.jpg,2,59.27744521,70.37456939,-57,61.77020247
294,Antonio_Banderas_0005.jpg,1,67.38168772,70.23538803,-37,46.93764144
295,Antonio_Bernardo_0001.jpg,1,62.0832548,67.92434379,-30,42.07872677
296,Antonio_Catania_0001.jpg,1,70.91788559,74.42636453,-50,54.41602111
297,Antonio_Palocci_0004.jpg,1,65.22244838,55.30062931,-57,50.41423689
298,Antonio_Palocci_0005.jpg,1,69.1176468,45.2703576,-100,51.50172483
299,Antonio_Trillanes_0003.jpg,1,72.65126884,72.21173751,-35,51.33924333
300,Antony_Leung_0002.jpg,0,112.9485196,79.62040267,-46,37.47450842
301,Antony_Leung_0004.jpg,1,55.53672813,71.34240654,-43,39.41917204
302,Anwar_Ibrahim_0001.jpg,1,72.07330383,80.88083555,-37,51.47810517
303,Arantxa_Sanchez-Vicario_0001.jpg,0,68.6899018,65.35204439,-37,47.59573354
304,Arianna_Huffington_0004.jpg,0,164.0684048,81.07635157,-41,48.24112933
305,Ariel_Sharon_0001.jpg,0,81.6231126,73.27551754,-40,46.76146254
306,Ariel_Sharon_0006.jpg,1,53.71827938,78.35596206,-23,49.18183932
307,Ariel_Sharon_0007.jpg,1,78.48437286,83.16606194,-35,49.57810215
308,Ariel_Sharon_0008.jpg,1,74.83225548,79.05273551,-42,43.27481124
309,Ariel_Sharon_0010.jpg,0,95.70100978,76.95957068,-43,41.65740948
310,Ariel_Sharon_0011.jpg,0,99.40443538,82.99650454,-34,43.65097477
311,Ariel_Sharon_0013.jpg,1,58.35179896,63.63141661,-52,45.9913016
312,Ariel_Sharon_0015.jpg,1,83.37940167,77.41071707,-55,50.92745462
313,Ariel_Sharon_0016.jpg,1,67.08232563,66.94852901,-49,44.75700252
314,Ariel_Sharon_0019.jpg,1,66.77949321,82.17026088,1,50.33204895
315,Ariel_Sharon_0021.jpg,1,72.82239029,77.95721949,-39,41.037434
316,Ariel_Sharon_0027.jpg,1,61.42932181,74.82420719,-47,52.10318585
317,Ariel_Sharon_0028.jpg,1,78.06284699,71.35275478,-37,39.99411679
318,Ariel_Sharon_0032.jpg,0,99.16200829,75.35263839,-46,39.88773974
319,Ariel_Sharon_0033.jpg,1,102.2827973,85.63423314,-47,46.72529996
320,Ariel_Sharon_0039.jpg,1,52.62573825,68.57860517,-34,42.82707615
321,Ariel_Sharon_0044.jpg,1,63.21621962,67.87372033,-62,49.1333426
322,Ariel_Sharon_0045.jpg,1,55.13383077,67.06713055,-29,37.2838136
323,Ariel_Sharon_0050.jpg,1,75.34274089,71.50408922,-23,40.95162593
324,Ariel_Sharon_0051.jpg,0,111.2079445,80.52550827,-49,41.96170592
325,Ariel_Sharon_0053.jpg,0,112.7211586,83.41260604,-29,43.22679994
326,Ariel_Sharon_0055.jpg,0,74.19750761,71.51496141,-49,46.97302234
327,Ariel_Sharon_0057.jpg,1,60.70223488,75.81395829,-52,47.0074116
