,image,emotion,mouth_distance,average_distance,eye-brows,eye_size
2433,John_Perrota_0001.jpg,1,57.260439382758435,67.83976707315402,-58,43.55183255066851
371,Ashanti_0002.jpg,0,127.16465922981277,84.48134557915759,-52,48.07042288215858
1977,Jack_Straw_0024.jpg,1,61.63043318248158,67.92802425537455,-37,36.77185141655053
2976,Magdalena_Maleeva_0002.jpg,0,79.6387224432898,64.64669251354762,-22,44.86012638870333
948,Cynthia_Rowley_0001.jpg,0,131.62310531508936,77.21609036157324,-54,45.93538041337598
875,Colin_Powell_0157.jpg,1,75.15233266189219,71.25740567352842,-41,49.28201827120197
2233,Jeremy_Greenstock_0008.jpg,0,82.09677760025215,69.24074301363022,-71,47.2357724745884
2984,Mahathir_Mohamad_0010.jpg,1,62.209272138813006,61.33273488531318,-43,52.43569003287368
736,Cheryl_Hines_0001.jpg,0,156.36950115345354,76.86815769758027,-48,42.887268815072716
3815,Richard_Armitage_0004.jpg,1,61.23428267489021,90.17595496955539,7,53.14528239525172
105,Alexandra_Stevenson_0002.jpg,1,86.48253898081595,69.36039506169342,-52,52.386054919949544
2609,Karol_Kucera_0001.jpg,0,78.40314824554204,80.96408303818758,-13,46.204448327934635
478,Bill_Gates_0011.jpg,0,121.02050484841882,77.24720182836022,-61,49.64590706283707
1964,Jack_LaLanne_0001.jpg,0,66.08129546013572,54.54056694705852,-65,32.48662683671786
881,Colin_Powell_0163.jpg,0,87.97344085369245,68.39130238717883,-43,45.233643746078556
1755,Hamid_Karzai_0002.jpg,1,72.01540159878174,77.79928955342265,-25,47.21926848260629
880,Colin_Powell_0162.jpg,0,109.24825743480426,81.35426235582378,-35,38.69255245257892
4709,William_Donaldson_0002.jpg,0,75.20267666172083,75.45459260364939,-69,45.93040946699405
1746,Halle_Berry_0012.jpg,0,130.81962184794065,84.6143411098455,-35,62.54819491483803
1195,Edmund_Stoiber_0007.jpg,0,101.04037014185266,74.86441030820886,-48,31.758146934314052
4325,Talal_Keenaan_0001.jpg,1,51.39912954305329,62.31763185876392,-44,48.20314613143505
1218,Ed_Case_0001.jpg,0,105.21844069344561,72.27952396616269,-45,46.58596445394765
3673,Phil_Vassar_0001.jpg,0,144.4498390496162,86.70201124729033,-23,44.56776649025345
1173,Douglas_Gansler_0001.jpg,1,56.541960853431604,63.54821685186693,-56,49.18607119887611
35,Adrien_Brody_0006.jpg,0,126.86420408297498,79.84851845622421,-62,35.108852150183665
4350,Ted_Turner_0001.jpg,1,62.81888905253611,63.420216955519166,-41,49.590960984949916
2664,Kevin_Keegan_0001.jpg,0,85.48107763664044,59.239017933071274,-70,45.05706011214647
1046,Debra_Brown_0001.jpg,0,99.36809240998963,69.23754931606202,-42,50.27493750482934
4043,Sally_Clark_0001.jpg,1,56.07397274136177,51.0846560600645,-35,49.004258028196816
720,Charlie_Williams_0001.jpg,1,55.09248491357436,57.69556782555139,-53,42.26749823313119
1454,George_W_Bush_0063.jpg,1,92.3414057912687,77.26960675471102,-63,36.29977531688009
2441,John_Sidgmore_0001.jpg,1,66.08058350989901,65.4843297903925,-34,50.52412009542033
689,Celine_Dion_0002.jpg,0,65.07836313327319,68.69647176940032,-35,44.926289902224354
2332,Joe_Leonard_0001.jpg,0,89.34833408227834,74.35509496368641,-54,47.648340415003304
1533,George_W_Bush_0355.jpg,1,104.15863053738649,77.70265946026065,-66,41.12176876176
2303,Jiri_Novak_0011.jpg,1,112.04876236618614,88.82504016050636,-25,41.28102382499148
1532,George_W_Bush_0354.jpg,3,115.24173471752962,83.03749752256319,-44,42.48549903346649
4668,Vladimir_Putin_0031.jpg,1,40.02498439450079,59.471222795823266,-30,50.44047235376818
3705,Priyanka_Chopra_0001.jpg,0,144.09504119668787,81.98820754517439,-44,60.06862584782136
4410,Tirunesh_Dibaba_0001.jpg,1,82.6790191712077,75.42282771930837,-56,53.321383671550834
4535,Tony_Blair_0116.jpg,1,83.05485896776597,86.75098720058934,-21,54.031850956595456
3742,Ralf_Schumacher_0008.jpg,0,113.39990413201559,73.23910042081229,-56,55.05798898493755
2945,Luiz_Inacio_Lula_da_Silva_0005.jpg,1,60.42596267787624,53.15674453556553,-53,39.391935922983606
1488,George_W_Bush_0208.jpg,0,100.32152896611294,71.94121404693358,-52,37.395501726480006
3354,Najib_al-Salhi_0001.jpg,1,68.63424896410348,68.1441217092818,-54,38.64076580216163
585,Britney_Spears_0013.jpg,0,87.80196797847145,74.17435972179611,-43,57.79315865404795
2552,Julianne_Moore_0007.jpg,0,59.57446924303054,61.16408599190308,-34,51.449843287152014
2682,Kim_Clijsters_0014.jpg,0,78.32818345417743,54.63350683604478,-60,58.26288412501653
3246,Michel_Duclos_0001.jpg,1,54.470602843758236,69.060328235436,-44,47.302471572524944
1822,Helene_Eksterowicz_0001.jpg,0,129.7216809589783,78.01548760488761,-44,56.082582814654444
3545,Patrick_Kron_0001.jpg,1,87.70589429116403,74.8032771796571,-67,43.03449635067675
1337,Fernando_Henrique_Cardoso_0007.jpg,1,87.58572214417813,70.02872618682622,-42,51.21437082883262
456,Billy_Bob_Thornton_0001.jpg,0,93.13767111409352,78.1222162133792,-59,55.97659209323142
1099,Dick_Vermeil_0002.jpg,3,84.92290353370211,68.54332886959861,-32,42.96712213535645
3413,Nestor_Kirchner_0006.jpg,0,88.1208689490117,71.09423573449033,-41,36.30764051585361
3017,Marc_Leger_0001.jpg,1,64.16044419195912,59.506478449902005,-63,46.809921444217196
4700,Wen_Jiabao_0009.jpg,0,63.946185484210204,67.98963130800111,-62,32.7235214914815
2099,Jason_Kapono_0001.jpg,0,155.39770031055468,80.7162532459373,-65,46.170895648465255
3574,Paul_Gascoigne_0002.jpg,0,154.57728322241763,81.33644190648447,-39,33.09916720872706
2659,Kevin_Costner_0007.jpg,0,118.80749099834406,86.66318337645563,-26,45.779508539730074
2663,Kevin_Harvick_0001.jpg,0,117.46703820059324,79.4961126119713,-45,42.55231390163861
159,Alvaro_Uribe_0023.jpg,1,69.90523536394421,61.66727785008388,-62,37.01688887744504
2661,Kevin_Garnett_0001.jpg,1,59.15973271800012,71.37540563395603,-34,49.53626487588383
694,Cemil_Cicek_0001.jpg,0,77.99743967799739,59.55473842199386,-61,36.95479258424828
1296,Erwin_Mapasseng_0001.jpg,1,107.72475073765467,81.84157542996182,-73,46.037063676147206
1560,George_W_Bush_0445.jpg,1,63.904781061477784,58.826683738956284,-54,39.39407125002434
4793,Zhu_Rongji_0003.jpg,0,76.03207816912501,68.47459307066943,-36,31.288105680537647
3011,Marco_Antonio_Barrera_0002.jpg,0,107.07512943570856,68.90694574047144,-63,43.72011410299588
3991,Roy_Chaderton_0001.jpg,0,112.81559181407886,71.2454590916254,-40,36.238928491053656
2376,John_Ashcroft_0048.jpg,1,93.80971554078442,76.47314758160582,-62,48.522761644070215
1092,Dick_Cheney_0008.jpg,1,72.87024928125422,71.78555175783265,-27,38.12494895014612
4791,Zhang_Yimou_0001.jpg,0,126.4552948685004,69.34260013708474,-69,37.94073298411107
1846,Hillary_Clinton_0010.jpg,0,218.4384820816041,99.19679267229655,-46,38.00322029433735
1732,Gwendal_Peizerat_0003.jpg,0,98.55015980489041,67.41211278269647,-66,38.10927135988614
2327,Joe_Dumars_0002.jpg,0,89.6094665573849,82.1910435939271,-79,56.63125456817658
2650,Kenenisa_Bekele_0001.jpg,1,51.338802101272954,55.040170922926045,-54,58.108345100203394
4639,Vicente_Fox_0024.jpg,1,58.54176947063806,64.30570438084753,-39,45.32207630009866
2128,Jean-Francois_Pontal_0002.jpg,1,60.5278665712025,51.01484153747246,-69,45.853139065103285
3460,Nicole_Kidman_0009.jpg,0,53.752759615988055,66.4213980534674,-13,43.786719607818746
1873,Hugh_Grant_0006.jpg,0,117.87849033370273,81.15916801959726,-43,41.285013264094225
2823,Lennox_Lewis_0001.jpg,0,125.75902935597254,81.68871442258006,-47,42.935132935908214
4071,Sarah_Hughes_0001.jpg,0,110.54187985104664,78.07031061584154,-36,40.53453407425315
1288,Ernesto_Zedillo_0002.jpg,0,77.46293981168637,69.49168660293414,-43,44.12619468817491
416,Barzan_al-Tikriti_0001.jpg,1,54.58671821897789,66.5719571274463,-43,46.711902406703004
1473,George_W_Bush_0139.jpg,1,84.0,76.62598746520206,-50,44.048529024511424
4036,Saddam_Hussein_0021.jpg,1,56.61707699984855,67.49270273255715,-53,35.191579648612006
3618,Penelope_Cruz_0002.jpg,0,68.07569854807144,52.75967457486517,-36,52.13748398605962
1670,Gloria_Macapagal_Arroyo_0037.jpg,0,81.28409635731367,61.36636605138796,-26,38.76083992813672
306,Ariel_Sharon_0006.jpg,1,53.71827937784909,78.35596206197356,-23,49.181839323087566
4715,William_Hochul_0001.jpg,1,65.67459592949021,72.09045674211806,-26,43.64372997997188
649,Carlos_Ruiz_0002.jpg,0,81.46106980409913,56.976033403115565,-55,40.88753871880322
1375,Franz_Muentefering_0001.jpg,0,78.67727798406452,79.50093305365279,-58,48.88385420376337
1415,Geoff_Hoon_0004.jpg,1,60.49975930947763,70.8129221219289,-40,44.87295275673934
1655,Gloria_Macapagal_Arroyo_0009.jpg,0,108.99534927630128,70.68321581726383,-46,43.59496712643189
2821,Lena_Katina_0001.jpg,1,61.88733400716686,67.43736200443821,-37,50.54414709678091
4130,Serena_Williams_0045.jpg,0,143.76918558561184,80.80592244431173,-66,53.28200370380138
1944,Intisar_Ajouri_0002.jpg,1,64.02045057122805,70.82419050160483,-19,38.49162226020336
1340,Fidel_Castro_0003.jpg,1,48.513563256769956,67.96647415451635,-49,44.33354021221132
1470,George_W_Bush_0127.jpg,1,96.6545299963871,69.94726758219034,-36,53.807942033934125
1934,Igor_Ivanov_0015.jpg,1,77.7856652724864,75.59396436288341,-45,50.710631157581346
174,Al_Sharpton_0003.jpg,1,57.86345724066484,60.27720350991556,-65,55.20868323837546
2614,Kate_Hudson_0007.jpg,0,90.43764966003317,68.31563791755914,-19,42.26924936208165
2036,James_Hill_0001.jpg,1,68.46216204401115,68.15963414399758,-36,46.879432120299604
2488,Joseph_Blatter_0002.jpg,0,77.63677815111157,64.51371531440289,-33,36.7304667125516
1125,Donald_Rumsfeld_0024.jpg,1,77.1174456132319,73.9285665928774,-49,46.77718192201189
2826,Lenny_Wilkens_0003.jpg,1,57.489987407243376,64.74847695634307,-53,47.40067836269879
4457,Tom_Hanks_0008.jpg,0,100.31181482917552,72.42372344745249,-34,34.443378136872944
2417,John_McCain_0004.jpg,1,74.79662200268305,70.29907224724612,-33,40.84464962249747
4767,Yingfan_Wang_0001.jpg,1,51.0,71.79052241763212,-34,33.628582772374926
1688,Graciano_Rocchigiani_0001.jpg,1,74.68158866522796,66.77214262805911,-38,42.57369338784265
3794,Renee_Zellweger_0003.jpg,0,89.87470988272156,77.53684384845207,-24,47.03003548516891
3610,Pedro_Almodovar_0001.jpg,0,76.45454651028078,66.04268993964182,-62,50.11408104028993
1165,Don_Flanagan_0001.jpg,0,137.48766981898618,70.0342106219485,-86,43.24771390961749
3026,Mariana_Gonzalez_0001.jpg,1,57.3544347445778,56.9536401648541,-35,43.02726729917586
4760,Yao_Ming_0002.jpg,1,73.99605490449761,67.886572468002,-42,44.48507650174158
2352,John_Abizaid_0002.jpg,1,72.27638219761445,78.21991362526074,-44,51.34780572269295
1948,Isabella_Rossellini_0003.jpg,0,111.25319113441637,76.81557504311317,-23,41.31799075040673
4241,Stanley_McChrystal_0002.jpg,0,122.59558177553117,74.71024188298772,-45,42.2121292036762
3699,Prince_Felipe_0001.jpg,0,109.80048855599334,70.00751936875129,-58,39.950877098215216
4590,Vadim_Strogalev_0001.jpg,1,82.70704251368895,68.26047329555276,-38,43.72101825063163
4151,Sergio_Vieira_De_Mello_0006.jpg,1,128.3910025437623,76.86592661732821,-65,39.135592485956714
987,Darrell_Issa_0001.jpg,0,112.19913120495265,76.56983520048715,-54,39.984670196145856
2834,Leonid_Kuchma_0003.jpg,1,65.13513674405355,67.03121851835428,-12,48.61365018161537
3831,Richard_Jefferson_0001.jpg,0,188.94443204358674,91.97360507853256,-52,42.81436662828048
2779,Laura_Bush_0001.jpg,0,94.98429857952672,68.37310184102608,-32,38.47253080518879
1363,Franklin_Brown_0001.jpg,1,78.23727364258139,70.39607729811325,-70,47.30297634028821
2941,Luis_Horna_0001.jpg,1,50.259049246796316,72.62949597182337,-54,51.89838932836636
3229,Michael_Weiss_0001.jpg,1,68.77533524108344,75.72105662862226,-54,55.25183921449431
1710,Guillermo_Canas_0001.jpg,0,102.22789787149098,75.69742199858483,-44,40.293664774506844
1553,George_W_Bush_0416.jpg,1,74.90090410299482,73.10459190865842,-68,38.62690278216764
3072,Marta_Dominguz_0001.jpg,0,114.05886835855571,71.67755677566528,-36,38.6620748958127
487,Bill_Kong_0001.jpg,0,63.09083843605758,63.614861174758026,-34,38.827504039518836
2880,Linn_Thornton_0001.jpg,0,67.46049894151541,63.45307232548518,-41,40.19428152004448
1127,Donald_Rumsfeld_0034.jpg,1,67.73765476006453,79.05725472226727,-42,54.129031516666345
2292,Jim_OBrien_0001.jpg,0,129.1399509356107,90.43422976669181,-26,47.2216721312017
2549,Julianne_Moore_0003.jpg,0,108.81209203318947,71.4151473421164,-33,48.75338392121923
3273,Mike_Tyson_0004.jpg,1,74.1539071956079,67.49587325588428,-44,43.57836206200138
557,Brent_Coles_0001.jpg,1,60.13578682925453,52.74948957590994,-42,40.06495296981585
4513,Tony_Blair_0072.jpg,0,134.41501725306162,93.22286635487393,-57,46.8654014515691
485,Bill_Guerin_0001.jpg,1,70.1329479998933,66.01720213329743,-38,52.13318398736233
3199,Michael_Fitzgerald_0001.jpg,1,56.6557612137758,54.65298280434256,-69,39.63437481055601
1511,George_W_Bush_0280.jpg,1,52.33796980873794,68.40271676548858,-51,43.236429898603504
3289,Mikulas_Dzurinda_0001.jpg,1,40.0,58.69533273417135,-42,53.90934538708904
2140,Jean-Sebastien_Giguere_0002.jpg,1,72.62747286584091,78.99690792643543,-42,54.7062490774739
2825,Lenny_Wilkens_0002.jpg,2,138.52809866103678,79.57098553338601,-54,41.43269795531386
4209,Silvio_Berlusconi_0030.jpg,0,62.40806538362435,74.24833541176992,-47,33.64885757166497
3444,Nicklas_Lidstrom_0001.jpg,0,90.79189285699042,68.81531185229576,-28,45.13664445894647
4544,Tony_Blair_0133.jpg,0,96.39630897034004,76.35388436379282,-33,38.6571902308588
2214,Jennifer_Lopez_0013.jpg,0,140.6800687686619,80.2982572731642,-32,50.862703489287924
1587,Gerald_Barbarito_0001.jpg,0,95.2041577035945,70.89520416818364,-55,38.7959797439766
2681,Kim_Clijsters_0011.jpg,3,120.40043103248072,70.82309580676335,-23,47.01348777685105
1153,Donald_Rumsfeld_0105.jpg,0,84.12815616799648,64.22209012373851,-45,40.10006819972778
1857,Holly_Hunter_0006.jpg,0,103.81403743593567,72.26495876083983,-28,42.40465395915012
3771,Razali_Ismail_0001.jpg,1,79.8459713474939,74.06560381054129,-40,39.899091999138975
3967,Rolf_Zimmermann_0001.jpg,0,98.84777689575158,65.02616754351992,-70,36.6373816368375
3097,Mary-Kate_Olsen_0003.jpg,0,92.12327464720688,69.70273013473212,-25,49.035212902076196
3903,Robert_Hanssen_0001.jpg,0,125.22761845319499,86.66479292180838,-53,51.59432197975805
1483,George_W_Bush_0184.jpg,1,54.3372014648597,63.264133300660475,-53,40.27120714376947
725,Charlton_Heston_0001.jpg,1,85.6260008625465,79.19574649547651,-28,48.37268391160751
3166,Meryl_Streep_0004.jpg,0,86.69593502235699,64.71845131936077,-50,34.905187674355446
1573,George_W_Bush_0499.jpg,1,53.0385041786062,58.02927946378883,-74,41.14704177889326
532,Bob_Petrino_0001.jpg,1,72.43550234559896,69.74544825222011,-43,48.243579048353105
3483,Norah_Jones_0014.jpg,0,61.67179572356998,55.592767477863084,-82,57.07738547159562
743,Choi_Sung-hong_0003.jpg,0,91.01183505449119,73.04968802407868,-57,34.925265696375064
541,Boris_Henry_0001.jpg,0,90.15115349439665,62.75515563540201,-38,37.233806762302116
3760,Raul_Mondesi_0001.jpg,0,149.09678017860332,81.9403213502106,-42,41.260787839967605
3953,Roh_Moo-hyun_0005.jpg,0,99.81632791646476,74.34680377685316,-55,41.12110651068061
2315,Joaquim_Rodriguez_0001.jpg,0,97.32168121726289,65.76140421050195,-56,44.513026817018286
1733,Gwen_Stefani_0001.jpg,0,109.63141686359212,71.16570926183822,-18,38.64952898986809
2853,Li_Peng_0007.jpg,1,57.287780362627025,74.60479497006847,-28,50.085876799549865
918,Conan_OBrien_0001.jpg,0,98.14521842816981,75.68346313228209,-40,41.00526680013598
1849,Hilmi_Ozkok_0002.jpg,1,61.40293109795627,70.89613760276097,-62,41.92144712925072
3562,Paulo_Cesar_Pinheiro_0002.jpg,1,57.0357029044876,56.23274052779603,-41,37.974158082177084
1646,Glafcos_Clerides_0002.jpg,1,75.35378012801033,67.95072825649653,-23,46.60927309362991
563,Brian_Cook_0001.jpg,0,122.444548603164,73.9398325138753,-38,45.24008257254809
4463,Tom_OBrien_0001.jpg,0,146.06256582180777,94.20595581345502,-41,51.27741640084948
2800,Laura_Ziskin_0001.jpg,0,71.8654247170541,59.446082473559905,-38,44.033587616807196
598,Buford_Blount_0001.jpg,0,103.7020978322592,78.40628428400949,-40,41.54427639708141
1640,Gina_Centrello_0001.jpg,0,75.4790135494062,68.75225381646983,-42,55.99490357213125
145,Alvaro_Silva_Calderon_0001.jpg,2,69.64931351050873,70.5106451630878,-57,51.898337281557545
1430,George_Papandreou_0003.jpg,0,79.23663681775706,55.75241860162478,-35,45.66020249610209
604,Calista_Flockhart_0001.jpg,0,58.68706144715439,70.17748446089755,-26,54.340241528007944
1628,Gerry_Adams_0001.jpg,1,65.10954021275354,59.108358210837025,-55,36.845173893475845
1485,George_W_Bush_0197.jpg,0,71.63184049392696,64.9577201460642,-46,41.11678114650296
602,Butch_Davis_0001.jpg,1,90.5380514598607,67.03963379971582,-34,40.93243684901316
2803,Laurent_Gbagbo_0001.jpg,0,109.52378603333082,74.00903573376844,-60,50.163848801899285
1336,Fernando_Henrique_Cardoso_0002.jpg,1,110.38399967474729,76.11893835844408,-70,36.30810606472058
2461,Jonathan_Karsh_0001.jpg,1,59.01717604308709,63.169125778002446,-58,44.861198442716514
4724,William_Nessen_0001.jpg,0,136.29481620239596,81.98956069088149,-82,53.19089958181017
4311,Tab_Turner_0001.jpg,0,59.23171691160433,66.51397920035866,-45,51.45482993374432
3987,Rose_Marie_0001.jpg,3,106.80841901649512,75.58201651003488,-17,40.803656648960214
4337,Tara_Dawn_Christensen_0001.jpg,0,160.47590132448715,84.30220010715364,-18,39.70095192072775
2253,Jerry_Springer_0004.jpg,1,85.52333502093397,70.00335662985287,-63,45.748987292057116
776,Chris_Tucker_0001.jpg,1,64.29925372672534,75.81416367338498,-59,70.92523019959586
3077,Martha_Stewart_0003.jpg,1,57.69512841299175,61.493557487404715,-30,41.8864886433167
842,Colin_Powell_0087.jpg,1,60.86880747231535,73.00592032920473,-34,53.15019466351954
175,Al_Sharpton_0005.jpg,2,129.2602815934107,79.98837096490574,-53,39.08337307778376
4076,Sarah_Michelle_Gellar_0001.jpg,0,134.36730179027901,80.21948292763093,-33,53.53610087931845
2312,Joan_Laporta_0006.jpg,1,71.74260964558061,63.498407807736776,-76,52.46873511242999
1419,George_Foreman_0002.jpg,1,60.390827451726295,67.01412500232314,-66,49.854421149424816
1289,Ernest_Hollings_0001.jpg,1,68.5157372266237,74.04546701264776,-65,45.982720075746585
2643,Kelly_Clarkson_0003.jpg,0,148.14160384440976,81.56761715178439,-41,45.083020035498755
3470,Nina_Pecari_0001.jpg,1,56.090725447602765,66.11075495269453,-49,53.857748787849054
2954,Luiz_Inacio_Lula_da_Silva_0036.jpg,0,96.47643856672494,65.07646886016448,-60,35.27503400188692
2393,John_Geoghan_0001.jpg,0,80.14013670459714,53.716055105755565,-70,41.018686952546254
210,Andrew_Gilligan_0001.jpg,1,77.66465474054505,66.02949037071176,-54,37.658188630480296
3585,Paul_ONeill_0001.jpg,1,59.59113128263781,64.99604226705364,-42,51.85290727790154
1164,Donny_Osmond_0001.jpg,0,103.21405234170257,74.73844241811912,-55,52.54224914260124
4258,Stephen_Daldry_0002.jpg,0,128.4251855245283,72.8330213927056,-64,43.04279965300181
2256,Jesse_Helms_0001.jpg,0,95.3369219133271,74.3937739818759,-65,53.80641674751375
3136,Megawati_Sukarnoputri_0002.jpg,1,53.719002369385564,64.90875449455645,-47,41.259358039869454
1787,Hans_Blix_0031.jpg,1,54.54214225568872,47.19629048601317,-52,38.179824350809994
